Date,High,Low,Open,Close,Volume,Adj Close
2012-01-03,8.5,8.5,8.5,8.5,0.0,7.534825325012207
2012-01-04,8.5,8.5,8.5,8.5,0.0,7.534825325012207
2012-01-05,8.5,8.5,8.5,8.5,0.0,7.534825325012207
2012-01-06,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,40.0,7.490501880645752
2012-01-09,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,0.0,7.490501880645752
2012-01-10,8.699999809265137,8.699999809265137,8.699999809265137,8.699999809265137,80.0,7.71211576461792
2012-01-11,8.75,8.75,8.75,8.75,220.0,7.756438255310059
2012-01-12,8.75,8.75,8.75,8.75,0.0,7.756438255310059
2012-01-13,8.75,8.75,8.75,8.75,0.0,7.756438255310059
2012-01-17,8.75,8.75,8.75,8.75,0.0,7.756438255310059
2012-01-18,8.149999618530273,8.050000190734863,8.149999618530273,8.050000190734863,800.0,7.135923385620117
2012-01-19,8.050000190734863,8.050000190734863,8.050000190734863,8.050000190734863,0.0,7.135923385620117
2012-01-20,8.100000381469727,8.050000190734863,8.050000190734863,8.100000381469727,260.0,7.180245876312256
2012-01-23,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,240.0,7.357535362243652
2012-01-24,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,0.0,7.357535362243652
2012-01-25,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,0.0,7.357535362243652
2012-01-26,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,0.0,7.357535362243652
2012-01-27,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,0.0,7.357535362243652
2012-01-30,8.5,8.5,8.5,8.5,400.0,7.534825325012207
2012-01-31,8.550000190734863,8.550000190734863,8.550000190734863,8.550000190734863,100.0,7.579147815704346
2012-02-01,8.649999618530273,8.649999618530273,8.649999618530273,8.649999618530273,140.0,7.667793273925781
2012-02-02,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,200.0,7.490501880645752
2012-02-03,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,0.0,7.490501880645752
2012-02-06,9.0,9.0,9.0,9.0,200.0,7.978050708770752
2012-02-07,9.0,9.0,9.0,9.0,0.0,7.978050708770752
2012-02-08,9.0,9.0,9.0,9.0,0.0,7.978050708770752
2012-02-09,9.0,9.0,9.0,9.0,0.0,7.978050708770752
2012-02-10,9.0,9.0,9.0,9.0,0.0,7.978050708770752
2012-02-13,9.0,9.0,9.0,9.0,0.0,7.978050708770752
2012-02-14,9.550000190734863,9.5,9.5,9.550000190734863,700.0,8.465599060058594
2012-02-15,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0.0,8.465599060058594
2012-02-16,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0.0,8.465599060058594
2012-02-17,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,0.0,8.465599060058594
2012-02-21,9.399999618530273,8.75,9.399999618530273,8.75,8580.0,7.756438255310059
2012-02-22,8.899999618530273,7.650000095367432,8.850000381469727,7.699999809265137,144300.0,6.825664520263672
2012-02-23,8.75,8.5,8.75,8.5,200.0,7.534825325012207
2012-02-24,8.5,8.5,8.5,8.5,0.0,7.534825325012207
2012-02-27,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,100.0,7.889404773712158
2012-02-28,8.699999809265137,8.699999809265137,8.699999809265137,8.699999809265137,1520.0,7.71211576461792
2012-02-29,8.5,8.350000381469727,8.5,8.449999809265137,3100.0,7.490501880645752
2012-03-01,8.25,8.149999618530273,8.149999618530273,8.25,1600.0,7.313213348388672
2012-03-02,8.050000190734863,7.949999809265137,8.050000190734863,8.050000190734863,480.0,7.135923385620117
2012-03-05,8.050000190734863,8.050000190734863,8.050000190734863,8.050000190734863,0.0,7.135923385620117
2012-03-06,7.699999809265137,7.699999809265137,7.699999809265137,7.699999809265137,180.0,6.825664520263672
2012-03-07,8.149999618530273,7.900000095367432,8.149999618530273,7.900000095367432,520.0,7.002954959869385
2012-03-08,8.25,8.25,8.25,8.25,1000.0,7.313213348388672
2012-03-09,8.449999809265137,7.849999904632568,8.449999809265137,7.849999904632568,320.0,6.958632946014404
2012-03-12,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,180.0,7.490501880645752
2012-03-13,8.449999809265137,8.449999809265137,8.449999809265137,8.449999809265137,0.0,7.490501880645752
2012-03-14,8.100000381469727,8.0,8.100000381469727,8.0,68600.0,7.091599941253662
2012-03-15,8.350000381469727,8.050000190734863,8.050000190734863,8.149999618530273,77000.0,7.224567890167236
2012-03-16,8.649999618530273,8.649999618530273,8.649999618530273,8.649999618530273,1200.0,7.667793273925781
2012-03-19,8.649999618530273,8.100000381469727,8.649999618530273,8.100000381469727,340.0,7.180245876312256
2012-03-20,8.649999618530273,8.199999809265137,8.600000381469727,8.199999809265137,600.0,7.268890380859375
2012-03-21,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,200.0,7.357535362243652
2012-03-22,8.300000190734863,8.300000190734863,8.300000190734863,8.300000190734863,0.0,7.357535362243652
2012-03-23,8.800000190734863,8.800000190734863,8.800000190734863,8.800000190734863,640.0,7.8007612228393555
2012-03-26,8.649999618530273,8.25,8.649999618530273,8.399999618530273,1360.0,7.446181297302246
2012-03-27,8.75,8.25,8.25,8.75,280.0,7.756438255310059
2012-03-28,8.699999809265137,8.649999618530273,8.699999809265137,8.649999618530273,300.0,7.667793273925781
2012-03-29,8.649999618530273,8.649999618530273,8.649999618530273,8.649999618530273,300.0,7.667793273925781
2012-03-30,8.899999618530273,8.899999618530273,8.899999618530273,8.899999618530273,360.0,7.889404773712158
2012-04-02,8.649999618530273,8.649999618530273,8.649999618530273,8.649999618530273,40.0,7.667793273925781
2012-04-03,8.649999618530273,8.649999618530273,8.649999618530273,8.649999618530273,500.0,7.667793273925781
2012-04-04,8.649999618530273,8.149999618530273,8.149999618530273,8.649999618530273,2440.0,7.667793273925781
2012-04-05,8.649999618530273,8.649999618530273,8.649999618530273,8.649999618530273,0.0,7.667793273925781
2012-04-09,8.199999809265137,8.050000190734863,8.050000190734863,8.199999809265137,220.0,7.268890380859375
2012-04-10,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,120.0,7.268890380859375
2012-04-11,8.25,8.0,8.25,8.0,940.0,7.091599941253662
2012-04-12,8.0,8.0,8.0,8.0,0.0,7.091599941253662
2012-04-13,8.0,8.0,8.0,8.0,0.0,7.091599941253662
2012-04-16,8.0,8.0,8.0,8.0,0.0,7.091599941253662
2012-04-17,8.050000190734863,8.0,8.0,8.050000190734863,220.0,7.135923385620117
2012-04-18,8.050000190734863,8.050000190734863,8.050000190734863,8.050000190734863,0.0,7.135923385620117
2012-04-19,8.350000381469727,8.350000381469727,8.350000381469727,8.350000381469727,400.0,7.401857852935791
2012-04-20,8.199999809265137,8.199999809265137,8.199999809265137,8.199999809265137,100.0,7.268890380859375
2012-04-23,8.0,8.0,8.0,8.0,400.0,7.091599941253662
2012-04-24,7.599999904632568,7.550000190734863,7.550000190734863,7.599999904632568,160.0,6.737020969390869
2012-04-25,7.599999904632568,7.599999904632568,7.599999904632568,7.599999904632568,0.0,6.737020969390869
