Year,Mo,Dy,tave,tmax,mxtm,tmin,mntm,vp,rhmax,rhmxtm,rhmin,rhmntm,sr,wrun,pp,st5mx,st5mxtm,st5mn,st5mntm,st15mx,st15mxtm,st15mn,st15mntm,volts,year,gust,gusttm,gusdir,etr_asce,next tave
2019,4,27,11.845999999999998,17.279,17:10,6.412999999999999,05:20,0.775,0.762,06:30,0.355,17:10,15.411,131.636,0.0,,,,,17.26,18:00,13.89,09:00,,2019.0,12.113,09:20,,3.5639999999999996,
2019,4,28,13.838,22.906999999999996,15:50,4.77,05:40,0.815,0.8270000000000001,05:30,0.205,14:50,11.954,93.67200000000001,0.0,,,,,16.73,19:00,13.02,09:00,,2019.0,16.405,12:10,,3.5210000000000004,
2019,4,29,2.053,5.824,00:20,-1.7180000000000002,12:20,0.513,0.9890000000000001,23:10,0.462,07:00,2.258,86.24,2.7939999999999996,,,,,15.31,00:00,9.49,23:00,,2019.0,8.663,00:50,,0.7290000000000001,
2019,4,30,0.9620000000000001,2.9019999999999997,17:00,-0.978,01:10,0.601,0.992,02:00,0.845,17:10,4.4,50.236999999999995,19.304000000000002,,,,,9.26,00:00,6.346,23:00,,2019.0,4.88,13:00,,0.596,
2019,5,1,5.752000000000001,10.842,12:40,0.6609999999999999,02:40,0.667,1.0,01:00,0.45299999999999996,12:40,10.015,73.328,3.302,,,,,9.59,19:00,5.739,08:00,,2019.0,6.096,15:20,,1.899,
2019,5,2,7.898,15.485999999999999,17:50,0.311,05:20,0.629,0.92,05:30,0.263,18:00,16.177,43.868,0.0,,,,,12.37,19:00,7.06,09:00,,2019.0,5.841,10:10,,2.6710000000000003,
2019,5,3,10.629000000000001,19.656,15:50,1.6019999999999999,04:10,0.632,0.8059999999999999,04:30,0.183,15:20,18.929000000000002,65.112,0.0,,,,,14.32,19:00,8.65,08:00,,2019.0,7.388999999999999,12:20,,3.568,
2019,5,4,13.433,22.976,16:30,3.89,05:30,0.628,0.715,03:10,0.102,16:20,17.886,65.492,0.0,,,,,15.59,19:00,10.28,08:00,,2019.0,7.33,12:10,,3.867,
2019,5,5,15.597999999999999,23.38,16:10,7.817,05:10,0.662,0.593,03:40,0.156,16:50,15.222999999999999,70.67,0.0,,,,,16.45,19:00,11.83,08:00,,2019.0,9.584,18:00,,3.764,
2019,5,6,13.808,19.398,17:00,8.218,23:50,1.028,0.975,23:50,0.32799999999999996,17:00,8.321,99.47,11.937999999999999,,,,,15.67,19:00,13.75,09:00,,2019.0,11.309000000000001,18:40,,2.5989999999999998,
2019,5,7,8.052,10.133,21:00,5.97,05:40,1.01,1.0,01:20,0.875,14:50,3.9130000000000003,84.786,2.286,,,,,14.31,00:00,12.13,12:00,,2019.0,7.0360000000000005,17:20,,0.6759999999999999,
2019,5,8,5.587000000000001,9.001,13:20,2.1719999999999997,23:20,0.6990000000000001,1.0,00:30,0.54,13:20,7.058,123.305,1.524,,,,,12.31,00:00,10.82,23:00,,2019.0,11.564,13:00,,1.558,
2019,5,9,2.9339999999999997,5.222,12:20,0.645,05:00,0.672,0.998,05:10,0.7829999999999999,12:30,5.474,49.048,14.478,,,,,10.58,00:00,8.39,09:00,,2019.0,6.546,13:40,,0.823,
2019,5,10,7.615,12.431,16:10,2.798,00:00,0.772,0.982,00:00,0.496,16:10,12.305,51.619,0.0,,,,,11.67,20:00,7.62,08:00,,2019.0,5.1739999999999995,11:50,,2.119,
2019,5,11,9.104,18.168,11:10,0.04,05:00,0.6990000000000001,0.963,04:00,0.247,11:10,15.344000000000001,69.78399999999999,1.27,,,,,12.87,19:00,8.34,08:00,,2019.0,9.82,12:40,,3.074,
2019,5,12,13.366,24.78,15:00,1.952,04:30,0.873,0.981,04:40,0.158,15:10,19.96,65.726,0.254,,,,,15.27,19:00,9.31,08:00,,2019.0,10.995999999999999,11:00,,4.135,
2019,5,13,16.434,26.391,11:10,6.477,05:00,0.909,0.823,05:00,0.15,13:20,15.925,63.045,0.0,,,,,16.54,18:00,11.91,08:00,,2019.0,10.702,19:00,,3.8760000000000003,
2019,5,14,17.219,27.230999999999998,10:40,7.207000000000001,04:50,0.9690000000000001,0.838,02:50,0.149,11:20,13.034,49.297,1.27,,,,,16.59,19:00,12.94,08:00,,2019.0,7.899,13:20,,3.352,
2019,5,15,17.453,27.455,13:00,7.4510000000000005,05:00,1.0490000000000002,0.8859999999999999,04:30,0.166,15:10,15.193,43.192,0.0,,,,,17.71,19:00,13.15,08:00,,2019.0,5.841,14:50,,3.4789999999999996,
2019,5,16,18.84,26.758000000000003,15:20,10.922,04:40,1.0090000000000001,0.759,04:40,0.16899999999999998,15:10,9.933,37.909,0.0,,,,,17.55,18:00,14.74,09:00,,2019.0,7.33,16:30,,2.7760000000000002,
2019,5,17,13.831,19.972,11:10,7.69,23:50,1.1320000000000001,0.867,23:50,0.565,17:30,5.702999999999999,66.72,2.7939999999999996,,,,,16.57,00:00,14.19,23:00,,2019.0,9.78,13:40,,1.599,
2019,5,18,10.457,17.113,12:20,3.8,03:20,0.755,0.9590000000000001,03:30,0.235,12:20,10.979000000000001,65.148,0.0,,,,,14.36,19:00,11.91,08:00,,2019.0,9.976,17:50,,2.595,
2019,5,19,6.479,10.103,15:40,2.8560000000000003,05:10,0.743,0.9620000000000001,23:40,0.5760000000000001,14:00,6.107,61.788000000000004,8.128,,,,,13.35,00:00,11.45,11:00,,2019.0,5.625,21:10,,1.2329999999999999,
2019,5,20,2.6860000000000004,4.815,13:40,0.557,23:50,0.688,0.995,23:50,0.861,13:30,3.764,67.191,7.62,,,,,11.97,00:00,9.68,23:00,,2019.0,5.272,07:20,,0.5479999999999999,
2019,5,21,3.9219999999999997,7.371,16:00,0.473,01:50,0.64,1.0,01:50,0.5820000000000001,15:10,9.415,70.569,15.494000000000002,,,,,9.47,19:00,7.41,11:00,,2019.0,10.055,18:10,,1.605,
2019,5,22,6.614,11.767999999999999,12:50,1.459,05:00,0.627,0.889,04:50,0.396,12:40,9.76,50.325,0.0,,,,,10.57,20:00,7.88,08:00,,2019.0,5.841,14:00,,1.9340000000000002,
2019,5,23,5.209,6.5360000000000005,14:20,3.8810000000000002,23:50,0.7559999999999999,0.971,22:50,0.738,14:40,2.845,82.145,1.27,,,,,10.16,00:00,9.09,23:00,,2019.0,6.84,11:30,,0.5870000000000001,
2019,5,24,12.437000000000001,21.747,15:50,3.1260000000000003,05:00,0.8240000000000001,0.9840000000000001,01:40,0.158,15:40,21.084,62.56399999999999,0.0,,,,,14.0,19:00,8.01,08:00,,2019.0,11.015,16:20,,4.022,
2019,5,25,13.189,22.519000000000002,16:50,3.859,04:50,0.823,0.8290000000000001,05:00,0.257,14:30,20.256,101.537,0.0,,,,,15.01,19:00,10.72,08:00,,2019.0,10.564,14:00,,4.459,
2019,5,26,17.438,23.296999999999997,15:20,11.579,23:50,1.274,0.9390000000000001,04:30,0.34,16:50,16.222,68.05,0.0,,,,,17.35,19:00,13.52,08:00,,2019.0,9.702,17:10,,3.6210000000000004,
2019,5,27,13.970999999999998,20.163,16:30,7.779,04:40,0.9570000000000001,0.9390000000000001,04:40,0.262,16:30,10.629000000000001,63.678999999999995,0.0,,,,,16.37,00:00,14.16,10:00,,2019.0,8.526,18:10,,2.7510000000000003,
2019,5,28,9.855,13.946,11:50,5.765,06:00,0.894,0.981,06:30,0.49,13:00,12.69,77.622,10.922,,,,,15.18,18:00,13.34,10:00,,2019.0,9.565,11:40,,2.45,
2019,5,29,11.050999999999998,17.445999999999998,14:30,4.656000000000001,04:50,0.8079999999999999,0.9620000000000001,03:20,0.267,14:50,18.149,52.788000000000004,0.254,,,,,15.81,20:00,12.67,09:00,,2019.0,7.33,13:40,,3.259,
2019,5,30,12.587,20.951,15:30,4.2219999999999995,05:00,0.818,0.8809999999999999,05:00,0.24100000000000002,16:30,21.447,52.288000000000004,0.0,,,,,17.16,19:00,12.66,09:00,,2019.0,6.428999999999999,14:40,,3.873,
2019,5,31,15.364,24.171,13:10,6.558,04:50,0.9570000000000001,0.863,05:00,0.23399999999999999,13:40,14.334000000000001,48.394,1.27,,,,,16.81,17:00,13.77,08:00,,2019.0,7.566,14:10,,3.266,
2019,6,1,15.911,23.615,16:10,8.206,04:40,1.195,0.9420000000000001,23:40,0.38,16:00,17.723,50.674,0.762,,,,,17.77,19:00,14.0,08:00,,2019.0,6.821000000000001,11:10,,3.57,
2019,6,2,17.6,25.750999999999998,14:20,9.449,05:00,1.311,0.9490000000000001,03:40,0.353,16:20,15.253,46.727,0.0,,,,,18.47,18:00,15.26,09:00,,2019.0,10.485999999999999,16:10,,3.3689999999999998,
2019,6,3,17.848,26.342,12:10,9.354,04:10,1.239,0.9109999999999999,23:50,0.301,13:40,14.270999999999999,49.233000000000004,1.778,,,,,18.32,17:00,15.36,08:00,,2019.0,7.017,14:50,,3.361,
2019,6,4,18.24,28.053,13:40,8.427,04:40,1.198,0.9540000000000001,01:50,0.19,13:40,17.768,40.906,0.0,,,,,18.95,19:00,15.43,08:00,,2019.0,6.292000000000001,16:20,,3.8369999999999997,
2019,6,5,17.777,25.959,16:00,9.596,05:00,1.28,0.9740000000000001,19:00,0.284,16:00,17.820999999999998,50.31,19.05,19.31,20:00,18.06,23:00,19.6,19:00,16.06,09:00,,2019.0,9.251,17:50,,3.818,
2019,6,6,18.845,27.838,16:10,9.852,05:00,1.34,0.9890000000000001,05:20,0.243,17:20,20.794,60.571000000000005,0.254,22.56,16:00,15.29,07:00,20.06,19:00,16.3,09:00,,2019.0,6.702999999999999,11:50,,4.51,
2019,6,7,20.925,30.086,13:40,11.764000000000001,04:50,1.315,0.845,03:30,0.218,14:50,18.324,56.614,0.0,24.24,15:00,16.22,07:00,20.92,19:00,17.13,09:00,,2019.0,12.877,14:10,,4.371,
2019,6,8,18.39,27.936,12:20,8.844,23:50,1.2109999999999999,0.9059999999999999,17:50,0.24,12:00,14.915999999999999,74.462,2.7939999999999996,24.62,15:00,16.54,07:00,20.86,17:00,17.4,09:00,,2019.0,10.447000000000001,23:40,,4.006,
2019,6,9,13.504000000000001,18.507,15:50,8.5,00:40,0.818,0.7559999999999999,23:50,0.301,15:50,21.191,68.608,0.0,23.84,16:00,15.17,07:00,20.32,19:00,16.52,09:00,,2019.0,7.605,00:00,,3.987,
2019,6,10,15.443,25.151999999999997,16:40,5.735,04:40,0.9329999999999999,0.857,04:10,0.20800000000000002,16:40,21.843000000000004,47.044,0.0,25.17,16:00,13.86,07:00,20.93,19:00,15.82,09:00,,2019.0,7.1739999999999995,11:50,,4.218999999999999,
2019,6,11,17.137,24.712,09:40,9.562000000000001,04:50,0.895,0.6990000000000001,20:10,0.217,10:00,12.275,50.44,0.254,21.85,15:00,15.56,07:00,19.84,00:00,17.01,09:00,,2019.0,8.585,13:20,,3.198,
2019,6,12,17.654,24.104,15:40,11.205,05:10,1.175,0.86,05:20,0.304,15:10,21.131,61.732,0.0,26.51,16:00,15.8,07:00,21.8,19:00,16.88,09:00,,2019.0,6.782,16:10,,4.327,
2019,6,13,19.823,29.962,13:40,9.684,04:20,1.215,0.851,04:30,0.2,14:20,17.527,61.028999999999996,0.0,27.05,15:00,16.37,07:00,22.37,18:00,17.71,09:00,,2019.0,8.722000000000001,20:00,,4.341,
2019,6,14,21.344,27.671,12:40,15.017000000000001,03:00,1.23,0.718,03:10,0.251,14:20,12.802,56.647,0.0,26.23,15:00,18.62,06:00,22.39,18:00,19.2,09:00,,2019.0,10.78,21:00,,3.545,
2019,6,15,18.736,25.357,12:00,12.115,04:10,1.202,0.812,04:20,0.3,11:50,17.275,46.275,0.0,27.3,15:00,17.88,07:00,23.28,19:00,18.96,09:00,,2019.0,7.1739999999999995,18:20,,3.748,
2019,6,16,17.691,23.669,15:10,11.712,03:00,1.375,0.932,23:50,0.42700000000000005,15:10,10.577,40.847,1.778,22.87,13:00,18.92,06:00,22.19,00:00,19.66,09:00,,2019.0,5.428999999999999,19:40,,2.57,
2019,6,17,17.648,22.313000000000002,16:00,12.984000000000002,22:00,1.4780000000000002,0.988,22:40,0.47600000000000003,16:00,10.187999999999999,44.691,5.08,22.15,17:00,18.16,07:00,20.58,00:00,18.87,09:00,,2019.0,5.096,20:30,,2.4530000000000003,
2019,6,18,14.909,19.045,13:20,10.772,23:40,1.35,0.991,23:50,0.602,13:50,8.355,32.266,9.144,21.12,15:00,17.33,06:00,19.86,00:00,18.23,08:00,,2019.0,8.291,14:10,,1.8119999999999998,
2019,6,19,19.698,28.613000000000003,14:30,10.782,00:10,1.375,0.997,02:00,0.201,14:20,17.15,54.608999999999995,0.0,24.6,16:00,15.66,07:00,21.31,19:00,16.86,08:00,,2019.0,8.35,15:50,,4.053,
2019,6,20,19.215,26.581999999999997,15:00,11.847000000000001,04:50,1.439,0.9690000000000001,16:30,0.32299999999999995,14:30,15.7,88.652,5.587999999999999,25.38,14:00,16.55,07:00,21.61,17:00,17.94,09:00,,2019.0,9.232000000000001,16:00,,4.048,
2019,6,21,12.515999999999998,15.32,00:40,9.712,23:10,1.1179999999999999,0.9670000000000001,23:50,0.573,00:50,3.18,49.828,11.175999999999998,19.0,00:00,15.25,23:00,20.0,00:00,16.67,23:00,,2019.0,5.645,03:20,,0.8390000000000001,
2019,6,22,12.052,17.015,14:00,7.09,04:30,1.0979999999999999,0.986,06:30,0.574,14:00,9.265,41.06,16.002,19.6,15:00,13.25,07:00,17.31,18:00,14.69,11:00,,2019.0,9.584,17:00,,1.9409999999999998,
2019,6,23,13.21,20.027,17:00,6.394,04:40,1.033,0.993,04:50,0.368,17:00,16.842,53.9,1.016,19.97,17:00,12.51,07:00,18.04,20:00,14.18,08:00,,2019.0,11.917,19:30,,3.255,
2019,6,24,17.322,27.385,15:30,7.257999999999999,04:40,1.087,0.9329999999999999,04:50,0.16699999999999998,16:00,19.851,67.12,0.0,22.32,17:00,13.68,07:00,19.8,19:00,15.01,08:00,,2019.0,10.505999999999998,11:50,,4.5280000000000005,
2019,6,25,20.203,28.866999999999997,13:50,11.54,05:10,1.124,0.745,05:00,0.205,16:30,15.45,69.366,0.0,22.88,15:00,15.82,07:00,20.41,19:00,16.78,09:00,,2019.0,7.977,16:00,,4.196000000000001,
2019,6,26,21.258000000000003,32.043,14:20,10.472000000000001,05:00,1.181,0.812,05:00,0.12300000000000001,14:10,17.403,34.09,0.0,24.43,16:00,15.79,07:00,21.58,20:00,16.92,09:00,,2019.0,5.41,15:40,,3.957,
2019,6,27,22.239,32.510999999999996,17:30,11.967,04:20,1.207,0.7390000000000001,02:10,0.162,17:20,14.965,40.873000000000005,0.0,23.74,17:00,16.78,06:00,21.12,20:00,17.89,09:00,,2019.0,5.606,15:10,,3.8289999999999997,
2019,6,28,23.866,34.888000000000005,15:10,12.844000000000001,04:30,1.266,0.762,04:20,0.09300000000000001,14:30,21.368000000000002,74.396,0.0,28.22,16:00,17.05,07:00,23.8,19:00,18.18,08:00,,2019.0,10.113999999999999,21:40,,5.669,
2019,6,29,26.975,34.115,14:20,19.835,06:10,1.298,0.5539999999999999,23:50,0.175,15:00,17.697,62.063,0.0,28.64,16:00,19.98,07:00,24.76,19:00,20.52,09:00,,2019.0,9.78,19:50,,4.878,
2019,6,30,24.651,34.04,12:20,15.261,05:00,1.545,0.779,05:00,0.217,11:30,13.787,41.068999999999996,0.0,30.14,14:00,20.09,07:00,24.96,17:00,21.04,09:00,,2019.0,7.33,13:00,,3.727,
2019,7,1,22.77,28.999000000000002,14:30,16.54,23:50,1.6059999999999999,0.81,23:40,0.349,14:40,14.966,60.94,0.254,30.23,15:00,21.03,07:00,25.6,18:00,21.54,09:00,,2019.0,7.624,15:50,,3.8560000000000003,
2019,7,2,22.014,29.811,15:40,14.217,04:40,1.599,0.9079999999999999,05:00,0.301,17:20,18.953,77.4,0.0,28.97,17:00,19.84,07:00,25.11,20:00,21.14,09:00,,2019.0,8.427999999999999,14:50,,4.684,
2019,7,3,23.874000000000002,32.766999999999996,16:20,14.981,04:30,1.5090000000000001,0.8490000000000001,04:40,0.17,16:50,20.358,56.343,0.0,32.53,16:00,20.56,07:00,27.2,19:00,21.59,09:00,,2019.0,6.37,14:00,,4.9,
2019,7,4,21.633000000000003,27.266,16:30,16.0,23:00,1.9180000000000001,0.9740000000000001,21:00,0.509,14:20,12.741,58.75899999999999,4.064,27.53,17:00,21.71,07:00,25.93,00:00,22.5,11:00,,2019.0,10.505999999999998,19:20,,3.148,
2019,7,5,20.368,26.156999999999996,17:30,14.579,05:00,1.79,0.995,22:10,0.501,17:10,18.305,75.03,9.398,28.51,16:00,19.72,07:00,24.71,18:00,21.15,09:00,,2019.0,13.779000000000002,20:40,,4.016,
2019,7,6,20.122,26.436,16:40,13.808,03:50,1.704,0.987,04:40,0.45899999999999996,15:30,13.212,62.312,0.0,24.84,17:00,19.09,07:00,23.41,00:00,20.47,10:00,,2019.0,6.978,12:10,,3.2289999999999996,
2019,7,7,22.491,30.06,14:10,14.922,05:30,1.555,0.86,04:30,0.282,18:00,17.680999999999997,64.457,0.0,29.58,16:00,19.14,07:00,25.15,19:00,20.29,09:00,,2019.0,8.154,19:20,,4.378,
2019,7,8,21.703000000000003,28.184,12:00,15.222999999999999,05:10,1.624,0.914,13:10,0.337,12:10,14.834000000000001,43.974,8.128,28.14,13:00,20.88,07:00,24.39,18:00,21.79,09:00,,2019.0,8.526,12:50,,3.51,
2019,7,9,22.384,32.580999999999996,17:10,12.187000000000001,04:50,1.329,0.84,04:50,0.142,19:00,21.818,62.013000000000005,0.0,29.45,17:00,18.0,07:00,25.21,20:00,19.98,09:00,,2019.0,8.31,19:40,,5.167000000000001,
2019,7,10,21.311,28.533,17:10,14.089,05:00,1.3519999999999999,0.7929999999999999,03:10,0.27399999999999997,16:20,21.107,81.34899999999999,0.0,30.46,16:00,19.63,07:00,26.12,19:00,21.1,09:00,,2019.0,7.468,13:40,,5.003,
2019,7,11,24.761999999999997,35.528,15:30,13.995999999999999,05:00,1.517,0.8220000000000001,05:00,0.15,16:10,19.922,40.524,0.0,33.08,16:00,20.56,07:00,27.81,19:00,21.95,09:00,,2019.0,5.9,21:20,,4.648,
2019,7,12,23.956999999999997,32.15,17:00,15.764000000000001,05:00,1.3419999999999999,0.726,04:50,0.17600000000000002,17:20,11.843,54.968999999999994,0.0,28.32,12:00,22.28,07:00,26.67,00:00,23.47,09:00,,2019.0,11.799000000000001,17:40,,3.688,
2019,7,13,23.364,32.78,15:10,13.949000000000002,04:40,1.51,0.789,04:00,0.262,15:20,14.530999999999999,57.925,0.0,29.65,17:00,20.63,07:00,26.49,20:00,22.17,09:00,,2019.0,12.76,20:30,,4.024,
2019,7,14,25.183000000000003,33.848,11:40,16.519000000000002,05:10,1.565,0.745,04:20,0.231,11:40,14.398,58.868,1.016,31.21,13:00,22.28,07:00,26.97,19:00,23.28,09:00,,2019.0,12.681,20:20,,4.149,
2019,7,15,23.936,32.079,10:30,15.792,05:30,1.6340000000000001,0.845,05:30,0.254,10:30,11.552999999999999,52.611000000000004,0.0,28.07,14:00,21.32,07:00,25.74,00:00,22.83,09:00,,2019.0,9.212,10:50,,3.452,
2019,7,16,23.733,32.255,14:50,15.210999999999999,05:10,1.6880000000000002,0.861,05:20,0.28800000000000003,14:30,15.493,41.025,0.254,30.44,16:00,20.54,07:00,26.41,19:00,22.01,09:00,,2019.0,6.88,16:30,,3.79,
2019,7,17,24.523000000000003,33.976,13:40,15.069,04:40,1.5819999999999999,0.838,01:20,0.19,10:50,15.784,50.625,0.0,31.08,15:00,21.08,07:00,27.32,19:00,22.54,09:00,,2019.0,6.625,12:10,,4.177,
2019,7,18,25.733,36.571,14:50,14.895999999999999,05:20,1.327,0.6940000000000001,00:10,0.10800000000000001,12:50,20.706,48.129,0.0,35.23,17:00,21.39,07:00,29.5,20:00,23.03,09:00,,2019.0,6.684,11:20,,4.994,
2019,7,19,25.462,36.493,16:00,14.431,05:00,1.242,0.6609999999999999,03:30,0.10099999999999999,14:50,21.049,53.778999999999996,0.0,36.47,17:00,22.58,07:00,30.66,19:00,24.23,09:00,,2019.0,6.566,13:50,,5.175,
2019,7,20,23.42,29.936999999999998,12:10,16.903,23:50,1.682,0.861,18:00,0.305,07:30,12.684000000000001,72.307,2.286,31.33,14:00,23.83,07:00,29.15,00:00,25.28,09:00,,2019.0,14.837,19:50,,3.73,
2019,7,21,21.136999999999997,27.531999999999996,13:10,14.741,05:30,1.785,0.956,22:30,0.467,13:10,13.245999999999999,46.871,2.54,29.29,14:00,20.65,07:00,25.82,17:00,22.55,09:00,,2019.0,5.704,19:00,,3.133,
2019,7,22,22.314,27.163,16:20,17.465,05:40,1.7369999999999999,0.917,04:20,0.371,16:00,12.994000000000002,53.306000000000004,0.0,28.66,15:00,21.85,08:00,25.61,19:00,22.73,10:00,,2019.0,5.625,15:40,,3.2769999999999997,
2019,7,23,23.186,31.359,18:00,15.012,05:10,1.7480000000000002,0.938,04:30,0.292,17:20,19.344,37.658,0.0,32.28,17:00,20.16,07:00,27.37,19:00,21.9,09:00,,2019.0,5.194,14:50,,4.211,
2019,7,24,24.413,33.973,14:10,14.853,05:10,1.764,0.958,16:00,0.195,13:20,15.924000000000001,56.718,7.112,33.46,15:00,21.14,07:00,27.86,17:00,22.85,09:00,,2019.0,7.585,17:30,,4.255,
2019,7,25,23.919,29.986,16:30,17.851,23:50,1.6569999999999998,0.809,23:50,0.307,16:20,10.132,57.008,0.0,26.6,18:00,22.05,07:00,25.56,00:00,23.16,09:00,,2019.0,7.017,13:40,,3.156,
2019,7,26,22.739,31.252,10:40,14.227,05:10,1.6019999999999999,0.927,04:10,0.23199999999999998,12:10,10.094,37.579,0.0,26.21,12:00,18.99,07:00,24.13,19:00,21.12,09:00,,2019.0,6.037000000000001,10:50,,2.8960000000000004,
2019,7,27,23.808000000000003,29.471,12:30,18.144000000000002,03:40,1.642,0.775,15:20,0.33799999999999997,12:30,10.068999999999999,38.868,0.508,26.37,14:00,20.44,07:00,23.86,19:00,21.48,10:00,,2019.0,6.233,14:20,,2.8310000000000004,
2019,7,28,24.904,33.04,14:10,16.767,03:40,1.645,0.8759999999999999,03:50,0.168,16:30,18.916,57.007,0.0,32.0,16:00,19.76,07:00,27.1,19:00,21.26,09:00,,2019.0,7.428,13:10,,4.6530000000000005,
2019,7,29,23.916,33.03,16:20,14.802,04:50,1.374,0.784,23:50,0.142,16:50,20.266,51.608000000000004,0.0,34.23,17:00,20.67,07:00,28.74,19:00,22.42,09:00,,2019.0,9.055,19:30,,4.717,
2019,7,30,24.473000000000003,33.676,15:20,15.27,05:10,1.694,0.899,05:10,0.204,15:40,14.155999999999999,74.543,0.0,30.33,16:00,21.82,07:00,27.38,00:00,23.52,10:00,,2019.0,11.485999999999999,18:30,,4.321000000000001,
2019,7,31,24.416999999999998,32.696,14:40,16.137999999999998,04:40,1.6130000000000002,0.769,03:00,0.285,17:30,15.642000000000001,52.748999999999995,0.254,32.56,16:00,21.16,07:00,28.0,19:00,22.84,09:00,,2019.0,10.642999999999999,21:30,,4.018,
2019,8,1,22.413,28.023000000000003,12:10,16.802,04:50,1.685,0.862,23:50,0.381,12:20,10.879000000000001,39.454,0.762,27.11,16:00,22.37,08:00,26.8,00:00,23.65,10:00,,2019.0,10.094,19:40,,2.815,
2019,8,2,24.611,33.092,13:10,16.13,05:30,1.825,0.9570000000000001,05:40,0.223,13:00,16.516,46.952,0.0,32.84,15:00,20.69,07:00,27.66,18:00,22.31,09:00,,2019.0,7.546,14:00,,4.046,
2019,8,3,24.785,33.961999999999996,14:40,15.607999999999999,04:50,1.5419999999999998,0.825,05:30,0.161,15:50,18.682000000000002,50.02,0.0,33.06,16:00,21.19,07:00,28.28,19:00,23.04,09:00,,2019.0,8.31,18:00,,4.497,
2019,8,4,25.057,32.985,15:50,17.129,04:50,1.693,0.794,05:10,0.271,16:00,12.519,43.378,0.0,30.96,17:00,22.57,07:00,27.73,19:00,24.01,09:00,,2019.0,7.566,21:20,,3.412,
2019,8,5,24.941,31.568,12:00,18.313,05:30,1.675,0.8059999999999999,01:00,0.255,13:00,15.761,62.013999999999996,0.508,32.35,16:00,23.41,07:00,28.52,19:00,24.42,09:00,,2019.0,8.056000000000001,00:40,,4.14,
2019,8,6,25.338,35.554,15:00,15.123,05:10,1.7380000000000002,0.897,05:10,0.177,14:50,17.698,43.092,0.0,32.74,16:00,21.84,07:00,28.49,19:00,23.75,09:00,,2019.0,6.233,15:50,,4.268,
2019,8,7,22.905,29.025,13:50,16.785999999999998,05:00,1.641,0.779,03:20,0.396,14:10,10.367,43.315,0.508,29.65,15:00,22.51,07:00,27.14,00:00,24.08,09:00,,2019.0,6.331,15:30,,2.8280000000000003,
2019,8,8,23.393,28.531,15:40,18.256,01:10,1.913,0.907,23:50,0.42200000000000004,15:40,11.732999999999999,52.06399999999999,0.0,29.29,18:00,22.39,07:00,26.6,19:00,23.44,09:00,,2019.0,7.84,17:20,,3.049,
2019,8,9,25.459,34.2,14:20,16.719,05:30,1.901,0.9490000000000001,06:00,0.218,14:50,16.819000000000003,71.578,0.254,34.17,16:00,22.23,07:00,28.98,19:00,23.49,09:00,,2019.0,6.957999999999999,11:10,,4.575,
2019,8,10,23.101999999999997,28.456,17:30,17.748,09:10,1.6569999999999998,0.858,09:20,0.314,16:40,6.7,32.088,3.81,26.64,00:00,22.27,23:00,27.41,00:00,23.65,14:00,,2019.0,6.135,10:20,,1.972,
2019,8,11,21.836,27.543000000000003,15:10,16.129,04:30,1.516,0.853,06:00,0.306,15:10,10.187999999999999,37.303000000000004,0.0,25.94,14:00,19.55,07:00,23.94,19:00,21.31,09:00,,2019.0,7.252000000000001,14:30,,2.682,
2019,8,12,22.714000000000002,31.945999999999998,15:20,13.482000000000001,04:00,1.521,0.945,03:00,0.156,10:20,17.774,56.248000000000005,0.0,31.4,16:00,17.97,07:00,26.49,19:00,20.28,09:00,,2019.0,6.702999999999999,13:40,,4.268,
2019,8,13,21.349,29.98,15:00,12.717,05:30,1.304,0.7759999999999999,22:30,0.25,12:10,18.684,72.184,0.0,31.0,17:00,19.33,07:00,26.75,19:00,21.64,09:00,,2019.0,8.408,21:40,,4.484,
2019,8,14,22.896,31.191,16:20,14.602,05:00,1.673,0.948,05:10,0.25,16:20,15.915,47.678000000000004,0.0,31.5,17:00,21.13,07:00,27.55,19:00,22.68,09:00,,2019.0,8.31,18:30,,3.76,
2019,8,15,23.366999999999997,33.064,16:20,13.67,05:10,1.557,0.968,05:30,0.115,17:00,16.570999999999998,64.414,0.0,30.3,15:00,20.49,07:00,26.67,19:00,22.63,09:00,,2019.0,8.722000000000001,16:50,,4.367,
2019,8,16,21.311,28.063000000000002,17:50,14.558,04:20,1.405,0.899,03:20,0.209,18:30,15.072000000000001,54.053999999999995,0.0,31.65,16:00,20.67,07:00,27.19,19:00,22.35,10:00,,2019.0,11.878,19:20,,3.6039999999999996,
2019,8,17,21.729,30.320999999999998,12:00,13.137,05:10,1.253,0.799,05:10,0.16399999999999998,17:10,8.756,70.222,0.0,24.95,00:00,19.86,07:00,25.95,00:00,22.15,10:00,,2019.0,13.838,12:50,,3.362,
2019,8,18,21.435,29.12,17:30,13.75,03:10,1.5630000000000002,0.87,04:40,0.354,17:30,14.58,74.204,0.0,29.38,17:00,18.69,05:00,25.21,20:00,20.43,10:00,,2019.0,6.35,16:50,,3.745,
2019,8,19,24.403000000000002,35.282,14:10,13.524000000000001,03:40,1.386,0.8029999999999999,00:10,0.10300000000000001,13:50,16.787,39.659,0.0,32.57,15:00,19.08,07:00,27.44,19:00,21.12,09:00,,2019.0,6.1739999999999995,13:30,,3.945,
